city_name,h3_id,hex_geom,buildings_in_hex,buildings_with_access,access_pct
Paris,8a1fb46446a7fff,"POLYGON((2.37924968999259 48.8332123394233, 2.37834810216792 48.8330487422096, 2.37815840900695 48.8324051677518, 2.37887029049574 48.8319251966217, 2.37977185828779 48.8320887956077, 2.37996156462339 48.8327323639514, 2.37924968999259 48.8332123394233))",1,1,100
Paris,8a1fb4663177fff,"POLYGON((2.38945158651635 48.8649052551727, 2.3885495885478 48.8647419226144, 2.38835970609397 48.8640985658071, 2.38907180842579 48.8636185476699, 2.38997378634052 48.8637818820018, 2.39016368197694 48.8644252326972, 2.38945158651635 48.8649052551727))",1,1,100
Paris,8a1fb4670c5ffff,"POLYGON((2.31083538567045 48.8414977523613, 2.3099332490653 48.8413336122519, 2.30974413119619 48.8406897517723, 2.31045713671443 48.8402100375066, 2.31135925328249 48.8403741793679, 2.31154838436912 48.841018033743, 2.31083538567045 48.8414977523613))",1,1,100
Paris,8a1fb4666177fff,"POLYGON((2.34057593237253 48.8816290225987, 2.33967338013493 48.8814653624764, 2.3394838747477 48.8808218588537, 2.3401969083797 48.8803420214569, 2.34109944055302 48.8805056833375, 2.3412889591583 48.8811491808567, 2.34057593237253 48.8816290225987))",20,20,100
Paris,8a1fb4670107fff,"POLYGON((2.31463306448909 48.8427980559994, 2.31373093199473 48.8426339558496, 2.31354177664886 48.8419901205779, 2.31425474058114 48.8415103915607, 2.31515685303747 48.8416744934634, 2.31534602159925 48.8423183226304, 2.31463306448909 48.8427980559994))",36,36,100
Paris,8a1fb4666b67fff,"POLYGON((2.34931302117865 48.8880854874548, 2.34841042658402 48.8879219386127, 2.34822082404455 48.8872785115142, 2.34893380288357 48.8867986393618, 2.34983637740952 48.8869621899644, 2.35002599316483 48.8876056109589, 2.34931302117865 48.8880854874548))",20,20,100
Paris,8a1fb47596b7fff,"POLYGON((2.32227792026674 48.8862292872104, 2.32137518557754 48.8860654951326, 2.32118582674323 48.8854219278499, 2.32189918936724 48.8849421587456, 2.32280190398942 48.8851059525761, 2.3229912760543 48.8857495137581, 2.32227792026674 48.8862292872104))",30,30,100
Paris,8a1fb46718dffff,"POLYGON((2.34706241037309 48.8456454290924, 2.34616043660003 48.8454816241046, 2.34597098718502 48.8448379603076, 2.34668349834424 48.844358107607, 2.34758545207686 48.8445219143571, 2.34777491469039 48.8451655720455, 2.34706241037309 48.8456454290924))",9,9,100
Paris,8a1fb475bd8ffff,"POLYGON((2.2962436607582 48.8790649646011, 2.29534087192144 48.8789009082648, 2.29515176473945 48.8782571774425, 2.29586543315155 48.8777775090545, 2.29676820192648 48.8779415671363, 2.29695732235085 48.8785852918605, 2.2962436607582 48.8790649646011))",10,10,100
Paris,8a1fb4664ccffff,"POLYGON((2.3451253716232 48.8970716813248, 2.34422261645256 48.896908146559, 2.3440330224939 48.8962647471782, 2.3447461704834 48.8957848886654, 2.34564890557944 48.89594842519, 2.34583851276027 48.8965918184684, 2.3451253716232 48.8970716813248))",3,3,100
Paris,8a1fb467405ffff,"POLYGON((2.30349890609555 48.8572272337976, 2.30259648889347 48.8570631181925, 2.30240738629051 48.8564193060163, 2.3031206876607 48.8559396155469, 2.30402308481533 48.8561037329009, 2.3042122006469 48.8567475389755, 2.30349890609555 48.8572272337976))",18,18,100
Paris,8a1fb47590f7fff,"POLYGON((2.32293433819726 48.8942677416972, 2.32203148722534 48.8941040001209, 2.32184209736856 48.8934604788586, 2.32255554524967 48.8929807052724, 2.32345837614921 48.8931444486012, 2.32364777923971 48.8937879637636, 2.32293433819726 48.8942677416972))",26,26,100
Paris,8a1fb466629ffff,"POLYGON((2.35070087021016 48.872500656845, 2.34979851747959 48.8723370329966, 2.34960895172808 48.8716935295801, 2.35032172549862 48.8712136561178, 2.35122405817085 48.871377281728, 2.35141363713058 48.8720207790386, 2.35070087021016 48.872500656845))",20,20,100
Paris,8a1fb4660707fff,"POLYGON((2.37178706681477 48.8744948927526, 2.37088481539661 48.8743314616172, 2.37069505798931 48.8736880705471, 2.3714075388029 48.8732081167208, 2.37230977016108 48.8733715496241, 2.37249954076534 48.8740149345858, 2.37178706681477 48.8744948927526))",45,45,100
Paris,8a1fb467526ffff,"POLYGON((2.34562892303571 48.8581789555501, 2.3447267529945 48.858015208126, 2.34453727683177 48.8573716040439, 2.3452499575051 48.8568917534928, 2.34615210749759 48.857055502678, 2.34634159686517 48.8576991006531, 2.34562892303571 48.8581789555501))",7,7,100
Paris,8a1fb4671147fff,"POLYGON((2.3491998742615 48.8442058502371, 2.34829793528363 48.8440420556259, 2.34810847160002 48.8433983944909, 2.34882093369729 48.8429185340762, 2.34972285263564 48.8430823304503, 2.34991232951596 48.8437259854763, 2.3491998742615 48.8442058502371))",26,26,100
Paris,8a1fb4645d87fff,"POLYGON((2.39239401506116 48.8459503735968, 2.39149231879611 48.8457869605966, 2.39130247015211 48.8451435172638, 2.39201430460023 48.8446634930454, 2.39291598082402 48.8448269078211, 2.39310584264062 48.8454703450396, 2.39239401506116 48.8459503735968))",4,4,100
Paris,8a1fb46459a7fff,"POLYGON((2.39951346110318 48.8527211352041, 2.39861170801821 48.8525578212697, 2.39842177554617 48.8519144483047, 2.39913358298732 48.8514343953885, 2.40003531602644 48.8515977111001, 2.40022526166995 48.8522410779506, 2.39951346110318 48.8527211352041))",21,21,100
Paris,8a1fb466015ffff,"POLYGON((2.37297239060474 48.8814084768767, 2.37207004311184 48.8812450945311, 2.3718802535279 48.8806017459906, 2.37259279823728 48.8801217859035, 2.37349512566561 48.8802851700169, 2.37368492844885 48.8809285124497, 2.37297239060474 48.8814084768767))",13,13,100
Paris,8a1fb46668f7fff,"POLYGON((2.33791315994376 48.8841918613092, 2.33701055280803 48.8840281925501, 2.33682106279287 48.8833846897471, 2.3375341666925 48.8829048618061, 2.33843675376233 48.8830685323227, 2.33862625699813 48.8837120290227, 2.33791315994376 48.8841918613092))",23,23,100
Paris,8a1fb4759297fff,"POLYGON((2.33044691451355 48.8907568472649, 2.32954416273784 48.8905931508196, 2.32935471779074 48.8899496470277, 2.33006801139119 48.8894698457822, 2.33097074309673 48.8896335439823, 2.33116020127168 48.8902770416731, 2.33044691451355 48.8907568472649))",3,3,100
Paris,8a1fb4674867fff,"POLYGON((2.29878029702149 48.8673385096169, 2.29787769935934 48.8671744097422, 2.29768860660078 48.8665306286648, 2.29840209826833 48.8660509535621, 2.29930467587638 48.8662150551838, 2.2994937818707 48.8668588301613, 2.29878029702149 48.8673385096169))",2,2,100
Paris,8a1fb4673107fff,"POLYGON((2.33326467905842 48.8248578201664, 2.33236293014878 48.8246937804487, 2.33217366720807 48.8240499397154, 2.33288613997934 48.8235701448088, 2.33378786886257 48.8237341862858, 2.33397714500063 48.82437802091, 2.33326467905842 48.8248578201664))",12,12,100
Paris,8a1fb4759187fff,"POLYGON((2.31756106600905 48.8963390659331, 2.31665815068341 48.8961752896203, 2.31646880162108 48.8955317535272, 2.31718235464641 48.8950519998458, 2.31808524989837 48.8952157779094, 2.3182746121984 48.8958593079036, 2.31756106600905 48.8963390659331))",10,10,100
Paris,8a1fb466144ffff,"POLYGON((2.39932726133849 48.8752174844944, 2.39842517067066 48.875054294514, 2.39823516897923 48.8744110402706, 2.39894724477389 48.8739309821194, 2.3998493153809 48.8740941738757, 2.40003933025376 48.8747374220073, 2.39932726133849 48.8752174844944))",3,3,100
Paris,8a1fb4670847fff,"POLYGON((2.31795089813033 48.8482766311502, 2.3170487043266 48.8481125901243, 2.31685950262931 48.8474687999608, 2.31757248151905 48.8469890569277, 2.31847465528105 48.8471530997072, 2.31866387019473 48.8477968837662, 2.31795089813033 48.8482766311502))",21,21,100
Paris,8a1fb46761affff,"POLYGON((2.28381207006897 48.8396253897747, 2.28290979408987 48.8394610064467, 2.28272091983901 48.8388170058852, 2.2834343083347 48.8383373947526, 2.28433656427836 48.8385017798247, 2.28452545176146 48.8391457742851, 2.28381207006897 48.8396253897747))",12,12,100
Paris,8a1fb466024ffff,"POLYGON((2.38802704974671 48.8774351688233, 2.38712485546576 48.8772718939313, 2.38693494607414 48.876628596912, 2.38764721777432 48.8761485808947, 2.38854939199312 48.8763118575591, 2.38873931457363 48.8769551484683, 2.38802704974671 48.8774351688233))",15,15,100
Paris,8a1fb46632cffff,"POLYGON((2.40497214954778 48.8567542177856, 2.40407037021091 48.8565909733466, 2.40388037710551 48.8559476481926, 2.40459215016656 48.8554675735921, 2.40549390945482 48.8556308198095, 2.40568391573032 48.8562741388489, 2.40497214954778 48.8567542177856))",20,20,100
Paris,8a1fb466215ffff,"POLYGON((2.36134459778286 48.8622483405534, 2.36044246458053 48.8620847511649, 2.36025283747574 48.8614412445388, 2.36096533037538 48.8609613334097, 2.36186744352604 48.8611249245638, 2.36205708382844 48.8617684250814, 2.36134459778286 48.8622483405534))",31,31,100
Paris,8a1fb462ba97fff,"POLYGON((2.26167262242556 48.8398573943419, 2.2607702060914 48.8396928215611, 2.26058152600044 48.8390487157128, 2.26129524899836 48.8385691887435, 2.26219764529734 48.838733763262, 2.26238633863331 48.839377863012, 2.26167262242556 48.8398573943419))",12,12,100
Paris,8a1fb4663c6ffff,"POLYGON((2.38351720874905 48.86504850834, 2.38261517166943 48.8648851254892, 2.38242534090243 48.8642417407846, 2.38313753402867 48.8637617450417, 2.38403955105446 48.8639251296642, 2.38422939500753 48.8645685082579, 2.38351720874905 48.86504850834))",13,13,100
Paris,8a1fb467004ffff,"POLYGON((2.3232315948127 48.8400960849825, 2.32232955602022 48.8399320438243, 2.32214033352301 48.8392882356326, 2.32285313660816 48.8388084747051, 2.32375515536426 48.838972517619, 2.32394439107127 48.8396163197046, 2.3232315948127 48.8400960849825))",20,20,100
Paris,8a1fb475bba7fff,"POLYGON((2.31306114903979 48.8839473610666, 2.31215839134363 48.8837834768565, 2.31196912079538 48.8831398530198, 2.31268259470812 48.8826601194929, 2.31358533233892 48.8828240054532, 2.31377461612203 48.8834676231902, 2.31306114903979 48.8839473610666))",16,16,100
Paris,8a1fb475b4b7fff,"POLYGON((2.2993476227679 48.8692698111613, 2.29844499972773 48.8691057269438, 2.2982558959227 48.8684619588818, 2.29896940192129 48.8679822811369, 2.29987200490612 48.8681463671014, 2.30006112194741 48.8687901290637, 2.2993476227679 48.8692698111613))",11,11,100
Paris,8a1fb4640c2ffff,"POLYGON((2.38617795184759 48.8277689092607, 2.38527648846327 48.8276053413208, 2.38508675157339 48.8269617714492, 2.38579846489929 48.8264817756332, 2.38669990825451 48.8266453453477, 2.38688965831265 48.8272889091037, 2.38617795184759 48.8277689092607))",2,2,100
Paris,8a1fb475a01ffff,"POLYGON((2.28051788450288 48.8749871915062, 2.27961505934377 48.8748229769288, 2.27942610341621 48.8741791487075, 2.28013995939787 48.8736995411602, 2.28104276449813 48.8738637574787, 2.28123173367529 48.8745075796034, 2.28051788450288 48.8749871915062))",21,21,100
Paris,8a1fb4671b77fff,"POLYGON((2.35522576915303 48.8501735755001, 2.3543237784348 48.8500098660629, 2.35413424305049 48.8493662657123, 2.3548466851883 48.8488863809081, 2.35574865586298 48.8490500921097, 2.35593820444312 48.8496936863512, 2.35522576915303 48.8501735755001))",26,26,100
Paris,8a1fb464694ffff,"POLYGON((2.36577179335876 48.8338119420883, 2.36487011270442 48.8336482321909, 2.36468053603922 48.8330045958329, 2.36539262684545 48.8325246754846, 2.36629428746698 48.8326883871503, 2.36648387731478 48.833332017396, 2.36577179335876 48.8338119420883))",4,4,100
Paris,8a1fb4666c27fff,"POLYGON((2.32869753272075 48.8819112329441, 2.32779490250434 48.8817474720786, 2.32760550073669 48.881103912712, 2.32831871596016 48.8806241203129, 2.32922132611232 48.8807878829332, 2.32941074110496 48.8814314361978, 2.32869753272075 48.8819112329441))",19,19,100
Paris,8a1fb4660407fff,"POLYGON((2.3631437838928 48.8741470538806, 2.36224148389879 48.873983546375, 2.36205180356651 48.8733401117449, 2.36276441002617 48.8728601907276, 2.36366668996057 48.8730236999985, 2.36385638349463 48.8736671285213, 2.3631437838928 48.8741470538806))",15,15,100
Paris,8a1fb4662d27fff,"POLYGON((2.34467292260855 48.8665341347994, 2.34377062167509 48.86637042575, 2.34358112767761 48.8657268615073, 2.34429392140428 48.8652470124197, 2.34519620228348 48.8654107232295, 2.34538570949 48.8660542813664, 2.34467292260855 48.8665341347994))",25,25,100
Paris,8a1fb4670b4ffff,"POLYGON((2.32820905494829 48.8483132661178, 2.32730692423387 48.8481493136475, 2.327117632204 48.8475055731176, 2.32783045767772 48.8470257911638, 2.32873256835025 48.8471897453906, 2.32892187359064 48.8478334798147, 2.32820905494829 48.8483132661178))",12,12,100
Paris,8a1fb466379ffff,"POLYGON((2.38926175551901 48.8526910608057, 2.38835993899089 48.8525276584536, 2.38817009664679 48.8518842357982, 2.38888205765317 48.851404221608, 2.38978385413559 48.8515676257343, 2.38997370965704 48.8522110422765, 2.38926175551901 48.8526910608057))",11,11,100
Paris,8a1fb46656dffff,"POLYGON((2.38926157576574 48.8874008557576, 2.38835924003197 48.8872376471223, 2.3881692883973 48.8865944091298, 2.38888165930356 48.8861143858818, 2.38978397496853 48.8862775962894, 2.38997393979574 48.8869208281727, 2.38926157576574 48.8874008557576))",9,9,100
Paris,8a1fb466068ffff,"POLYGON((2.37440036177693 48.8688781256744, 2.37349821065116 48.8687146856977, 2.37330844794716 48.8680712773498, 2.37402082317562 48.867591315088, 2.37492295424514 48.8677547568337, 2.37511273014214 48.8683981590722, 2.37440036177693 48.8688781256744))",11,11,100
Paris,8a1fb4675aeffff,"POLYGON((2.34030584745708 48.8633049008316, 2.33940356769481 48.8631411361576, 2.33921412224223 48.8624975336745, 2.33992694334148 48.8620177019711, 2.34082920305168 48.8621814684044, 2.34101866171441 48.8628250647818, 2.34030584745708 48.8633049008316))",24,24,100
Paris,8a1fb4662ca7fff,"POLYGON((2.34567418911641 48.8612331634811, 2.34477197368526 48.8610694334837, 2.34458248753306 48.8604258458652, 2.34529520360559 48.8599459943507, 2.34619739898599 48.860109726109, 2.34638689834434 48.8607533076209, 2.34567418911641 48.8612331634811))",20,20,100
Paris,8a1fb466455ffff,"POLYGON((2.34669590683231 48.8937018974014, 2.34579321188324 48.8935383573586, 2.34560361470456 48.8928949475803, 2.34631669925489 48.8924150839476, 2.3472193741316 48.8925786257499, 2.34740898453005 48.8932220294252, 2.34669590683231 48.8937018974014))",18,18,100
Paris,8a1fb466450ffff,"POLYGON((2.3434642627675 48.894334522966, 2.34256153826487 48.8941709586172, 2.34237196752898 48.8935275366336, 2.34308510807352 48.8930476851014, 2.34398781250341 48.8932112512087, 2.34417739646121 48.8938546670898, 2.3434642627675 48.894334522966))",16,16,100
Paris,8a1fb4629ad7fff,"POLYGON((2.277600096393 48.8592189788117, 2.27669748907394 48.8590546511814, 2.2765086082039 48.8584107249464, 2.27722232140823 48.8579311324397, 2.27812490867896 48.8580954618113, 2.27831380279338 48.8587393819483, 2.277600096393 48.8592189788117))",29,29,100
Paris,8a1fb46750e7fff,"POLYGON((2.33104900420999 48.8579687755365, 2.33014674677065 48.8578049013736, 2.32995739947605 48.8571612258764, 2.33067029640741 48.8566814306472, 2.33157253379839 48.856845306567, 2.33176189430609 48.8574889759591, 2.33104900420999 48.8579687755365))",6,6,100
Paris,8a1fb475971ffff,"POLYGON((2.32341420147051 48.8900905683772, 2.32251141602343 48.8899268076299, 2.32232203506288 48.8892832664047, 2.32303542631753 48.8888034920273, 2.323938191695 48.8889672545275, 2.32412758588714 48.8896107896522, 2.32341420147051 48.8900905683772))",20,20,100
Paris,8a1fb47597b7fff,"POLYGON((2.31961368520648 48.8887919163509, 2.31871089562406 48.8886281156171, 2.31852155219246 48.8879845491621, 2.31923498510974 48.887504789541, 2.32013775462347 48.8876685920266, 2.3203271112883 48.8883121523815, 2.31961368520648 48.8887919163509))",16,16,100
Paris,8a1fb466241ffff,"POLYGON((2.35204239851218 48.8538601687908, 2.35114033289645 48.8536964525058, 2.35095081391439 48.8530528563937, 2.35166334734852 48.852572982675, 2.3525653929183 48.8527367007233, 2.35275492509963 48.8533802907271, 2.35204239851218 48.8538601687908))",11,11,100
Paris,8a1fb467335ffff,"POLYGON((2.34940476003427 48.8216992860268, 2.34850315852031 48.8215353676696, 2.34831376365385 48.8208915880391, 2.3490259571143 48.8204117328776, 2.34992753860369 48.820575652999, 2.3501169466569 48.8212194265178, 2.34940476003427 48.8216992860268))",3,3,100
Paris,8a1fb467381ffff,"POLYGON((2.33278606267977 48.8290365324857, 2.33188424839305 48.8288725119445, 2.33169497656192 48.828228691082, 2.33240750581773 48.8277488968692, 2.33330930007527 48.8279129191694, 2.33349858510588 48.8285567339233, 2.33278606267977 48.8290365324857))",16,16,100
Paris,8a1fb46718affff,"POLYGON((2.34331020938373 48.8474010127311, 2.34240818606214 48.8472371852235, 2.34221876412013 48.8465935126577, 2.34293135229797 48.8461136737072, 2.34383335557802 48.8462775029759, 2.3440227907215 48.8469211694339, 2.34331020938373 48.8474010127311))",30,30,100
Paris,8a1fb4645027fff,"POLYGON((2.40748400655871 48.8450301951613, 2.40658241812171 48.8448669069147, 2.40639243988244 48.8442235316227, 2.40710403691633 48.8437434506935, 2.40800560531249 48.84390674072, 2.40819559671531 48.8445501098957, 2.40748400655871 48.8450301951613))",16,16,100
Paris,8a1fb4645827fff,"POLYGON((2.40383219573838 48.8528942331629, 2.40293046699474 48.8527309573695, 2.40274049605512 48.8520876061953, 2.40345224068977 48.8516075369295, 2.40435394938737 48.8517708145013, 2.40454393349609 48.8524141595605, 2.40383219573838 48.8528942331629))",14,14,100
Paris,8a1fb4660b9ffff,"POLYGON((2.37463399777214 48.8841451594798, 2.37373161966413 48.8839818067163, 2.37354180685845 48.8833384807701, 2.37425435896097 48.882858513695, 2.37515671700256 48.8830218682266, 2.37534654300778 48.8836651880651, 2.37463399777214 48.8841451594798))",9,9,100
Paris,8a1fb46646d7fff,"POLYGON((2.35739035247532 48.8865036065142, 2.35648783177688 48.8863401184131, 2.35629816316897 48.8856967218368, 2.35701100204868 48.8852168194667, 2.35791350267937 48.8853803093309, 2.35810318449779 48.886023699802, 2.35739035247532 48.8865036065142))",8,8,100
Paris,8a1fb46768d7fff,"POLYGON((2.2849454435193 48.8434892708626, 2.28404311680961 48.8433249188352, 2.28385422049694 48.8426809442689, 2.28456763766043 48.8422013278307, 2.28546994433212 48.8423656816023, 2.28565885387802 48.8430096500678, 2.2849454435193 48.8434892708626))",6,6,100
Paris,8a1fb4660677fff,"POLYGON((2.37715365006366 48.8724218778651, 2.37625146306659 48.8722584813711, 2.37606166501411 48.8716151051711, 2.3767740407654 48.8711351315743, 2.37767620770382 48.8712985298378, 2.37786601894929 48.8719418999285, 2.37715365006366 48.8724218778651))",11,11,100
Paris,8a1fb464598ffff,"POLYGON((2.40164881374682 48.8512809557675, 2.40074709550233 48.851117652177, 2.40055714881384 48.8504742818797, 2.40126890719991 48.8499942212878, 2.40217060539946 48.8501575266561, 2.40236056525758 48.8508008908385, 2.40164881374682 48.8512809557675))",7,7,100
Paris,8a1fb467605ffff,"POLYGON((2.29188985838819 48.8380489859694, 2.29098765595883 48.8378846634419, 2.29079871555761 48.8372406933886, 2.29151196435859 48.836761051965, 2.29241414675343 48.836925376239, 2.29260310038154 48.83756934019, 2.29188985838819 48.8380489859694))",16,16,100
Paris,8a1fb4663617fff,"POLYGON((2.39196718604362 48.8531812158119, 2.39106537904581 48.8530178394847, 2.39087551139748 48.8523744325033, 2.39158743757064 48.8518944079624, 2.39248922452242 48.8520577860644, 2.39267910534676 48.8527011869324, 2.39196718604362 48.8531812158119))",19,19,100
Paris,8a1fb4663277fff,"POLYGON((2.40340673701186 48.8601243809979, 2.40250489752475 48.8599611418932, 2.40231490755086 48.8593178270864, 2.40302674389132 48.8588377574983, 2.40392856332763 48.8590009983809, 2.40411856647397 48.8596443070737, 2.40340673701186 48.8601243809979))",6,6,100
Paris,8a1fb4644747fff,"POLYGON((2.38309287323938 48.83756430944, 2.38219124433491 48.8374007695866, 2.38200150374478 48.8367572367917, 2.38271337888453 48.8362772499643, 2.38361498775344 48.8364407915909, 2.38380474151787 48.8370843182717, 2.38309287323938 48.83756430944))",9,9,100
Paris,8a1fb4675287fff,"POLYGON((2.33855598666143 48.8544579735758, 2.3376538283218 48.8542941444852, 2.33746442602966 48.8536504865076, 2.33817716886958 48.8531706637271, 2.33907930716305 48.853334494577, 2.33926872266248 48.8539781464481, 2.33855598666143 48.8544579735758))",24,24,100
Paris,8a1fb4645197fff,"POLYGON((2.40259614719078 48.8429268704941, 2.4016945596997 48.8427635284399, 2.40150463099175 48.8421201183531, 2.40221627660911 48.8416400564364, 2.40311784406079 48.8418034002691, 2.40330778593419 48.8424468042399, 2.40259614719078 48.8429268704941))",8,8,100
Paris,8a1fb46666d7fff,"POLYGON((2.34576473496759 48.8673413846243, 2.3448624287428 48.8671776894813, 2.34467292260855 48.8665341347994, 2.34538570949 48.8660542813664, 2.34628799565994 48.86621797827, 2.34647751500298 48.866861526846, 2.34576473496759 48.8673413846243))",13,13,100
Paris,8a1fb46645a7fff,"POLYGON((2.33966380043824 48.8930367757847, 2.3387610717584 48.8928731714573, 2.33857153854156 48.8922297242364, 2.33928472078073 48.891749887445, 2.34018742938876 48.8919134935298, 2.34037697582912 48.8925569346485, 2.33966380043824 48.8930367757847))",26,26,100
Paris,8a1fb4644b4ffff,"POLYGON((2.38869221425836 48.8507607955053, 2.38779042303454 48.8505973774796, 2.38760059176617 48.8499539418166, 2.38831253854449 48.8494739302926, 2.38921430972392 48.8496373500924, 2.38940415416913 48.8502807796421, 2.38869221425836 48.8507607955053))",15,15,100
Paris,8a1fb46756e7fff,"POLYGON((2.33471324507178 48.8501043847027, 2.33381112795547 48.849940498237, 2.33362177311372 48.8492967985844, 2.33433452218043 48.8488169915038, 2.33523661925355 48.8489808797279, 2.33542598730287 48.8496245732741, 2.33471324507178 48.8501043847027))",7,7,100
Paris,8a1fb46608affff,"POLYGON((2.36655881325512 48.885728040835, 2.36565636119674 48.8855646273659, 2.36546661440475 48.8849212708852, 2.366179306466 48.8844413339799, 2.36708173845702 48.8846047492146, 2.36727149845387 48.8852480995889, 2.36655881325512 48.885728040835))",27,27,100
Paris,8a1fb467282ffff,"POLYGON((2.30311074244107 48.8297303928215, 2.30220873377624 48.82956612058, 2.30201972069585 48.8289221603748, 2.30273270306323 48.828442478516, 2.30363469169889 48.8286067525079, 2.30382371799606 48.8292507066082, 2.30311074244107 48.8297303928215))",20,20,100
Paris,8a1fb46749b7fff,"POLYGON((2.28904056217203 48.8661767618806, 2.28813792157731 48.8660125716138, 2.28794891819814 48.8653687374697, 2.28866254217256 48.8648890996912, 2.28956516271416 48.8650532917023, 2.28975417933418 48.8656971197476, 2.28904056217203 48.8661767618806))",11,11,100
Paris,8a1fb4671ceffff,"POLYGON((2.33999095478062 48.8419238053859, 2.33908899269843 48.8417599187487, 2.33889961712184 48.8411162010705, 2.33961219042622 48.8406363761376, 2.34051413247057 48.8408002645352, 2.34070352124814 48.8414439761053, 2.33999095478062 48.8419238053859))",14,14,100
Paris,8a1fb475908ffff,"POLYGON((2.32184209736856 48.8934604788586, 2.32093925170821 48.8932967233686, 2.32074987400112 48.8926531925402, 2.3214633287201 48.8921734233016, 2.32236615430861 48.8923371805439, 2.32255554524967 48.8929807052724, 2.32184209736856 48.8934604788586))",5,5,100
Paris,8a1fb466139ffff,"POLYGON((2.40853809107231 48.8774920994881, 2.40763602381951 48.8773290015001, 2.40744593404779 48.8766858038652, 2.40815789835144 48.8762057103309, 2.4090599455418 48.8763688100972, 2.40925004849062 48.8770120016194, 2.40853809107231 48.8774920994881))",6,6,100
Paris,8a1fb4666c67fff,"POLYGON((2.33302118401503 48.8820863789058, 2.33211857801689 48.8819226562615, 2.33192913765648 48.8812791186629, 2.33264229007137 48.8807993098112, 2.33354487600507 48.8809630342116, 2.33373432958804 48.8816065657077, 2.33302118401503 48.8820863789058))",19,19,100
Paris,8a1fb4675487fff,"POLYGON((2.31961000000148 48.8510157390429, 2.31870777554227 48.8508517275807, 2.31851855066536 48.8502079599753, 2.31923153703072 48.8497282099365, 2.32013374144637 48.8498922231526, 2.32032297953994 48.8505359846536, 2.31961000000148 48.8510157390429))",5,5,100
Paris,8a1fb4671857fff,"POLYGON((2.34710773896318 48.8486998780743, 2.34620571981997 48.8485360905128, 2.34601626041839 48.8478924431665, 2.3467288069599 48.8474125894901, 2.34763080606066 48.8475763788137, 2.34782027866208 48.8482200200517, 2.34710773896318 48.8486998780743))",37,37,100
Paris,8a1fb4675787fff,"POLYGON((2.32825343963913 48.8513679512763, 2.32735126353827 48.8512040162231, 2.32716196153748 48.850560292147, 2.32787482242541 48.8500805092295, 2.32877697848234 48.8502444460391, 2.32896629369496 48.8508881640097, 2.32825343963913 48.8513679512763))",20,20,100
Paris,8a1fb4676897fff,"POLYGON((2.28062264487009 48.843311414928, 2.27972029407275 48.8431470246677, 2.27953143636299 48.8425030283508, 2.28024491621464 48.8420234283946, 2.28114724697414 48.842187820398, 2.28133611791955 48.8428318106146, 2.28062264487009 48.843311414928))",25,25,100
Paris,8a1fb467449ffff,"POLYGON((2.28987739218696 48.8486541101068, 2.28897501880235 48.8484898293585, 2.28878606292152 48.8478459059956, 2.28949946719231 48.8473662694817, 2.2904018205354 48.8475305519753, 2.29059078964893 48.8481744692374, 2.28987739218696 48.8486541101068))",8,8,100
Paris,8a1fb46620affff,"POLYGON((2.35859227180257 48.8587035504741, 2.35769017449147 48.858539917609, 2.35750058271993 48.8578963788501, 2.35821307506156 48.8574164790647, 2.3591151523234 48.8575801136946, 2.35930475729257 48.858223646345, 2.35859227180257 48.8587035504741))",9,9,100
Paris,8a1fb4663d27fff,"POLYGON((2.37492295424514 48.8677547568337, 2.37402082317562 48.867591315088, 2.37383105941314 48.8669479032859, 2.37454341352771 48.866467939339, 2.37544552454171 48.8666313828538, 2.37563530149638 48.8672747885463, 2.37492295424514 48.8677547568337))",21,21,100
Paris,8a1fb4666897fff,"POLYGON((2.33411324781967 48.8828936156743, 2.33321063651955 48.8827299069404, 2.33302118401503 48.8820863789058, 2.33373432958804 48.8816065657077, 2.33463692082316 48.8817702761979, 2.33482638654996 48.8824137981299, 2.33411324781967 48.8828936156743))",20,20,100
Paris,8a1fb4663d5ffff,"POLYGON((2.38028866335667 48.8656817126097, 2.3793865967004 48.8655183054954, 2.37919679230873 48.8648749085696, 2.37990904138485 48.8643949248685, 2.38081108798692 48.8645583337536, 2.38100090556678 48.865201724569, 2.38028866335667 48.8656817126097))",8,8,100
Paris,8a1fb46700a7fff,"POLYGON((2.31511313252062 48.8386194019485, 2.31421106544464 48.8384552826362, 2.31402191896856 48.8378114274732, 2.31473482635437 48.8373316977279, 2.31563687339509 48.8374958187936, 2.31582603308498 48.8381396678513, 2.31511313252062 48.8386194019485))",2,2,100
Paris,8a1fb4666d0ffff,"POLYGON((2.32817371710305 48.8830345777864, 2.32727106682168 48.8828708186756, 2.32708166613535 48.8822272627708, 2.32779490250434 48.8817474720786, 2.32869753272075 48.8819112329441, 2.32888694663284 48.882554782747, 2.32817371710305 48.8830345777864))",21,21,100
Paris,8a1fb4644807fff,"POLYGON((2.37412015396438 48.8505555428167, 2.37321827506665 48.8503919981939, 2.37302857244978 48.8497484910668, 2.37374073554525 48.849268534674, 2.37464259439891 48.8494320810666, 2.37483231020091 48.8500755820822, 2.37412015396438 48.8505555428167))",13,13,100
Paris,8a1fb4660c57fff,"POLYGON((2.36271312360481 48.8813775076595, 2.36181071273666 48.8812140367929, 2.36162101344766 48.8805706385847, 2.36233371182136 48.8800907173495, 2.36323610262511 48.8802541899809, 2.36342581511926 48.8808975820827, 2.36271312360481 48.8813775076595))",9,9,100
